Code du département,Code de la commune,Code sexe,codesPostaux,population,zone,etiquette_politique,communes_voisines,resultats_votes,emploi_actifs,emploi_retraites,socio_pro,pauvrete_ensemble,natalite,mortalite,diplome_bac,diplome_bac5_plus
62,62498,M,62300,32697.0,metro,Union de la gauche,,"{'LUG': 55.48, 'LRN': 22.75, 'LDIV': 12.39, 'LVEC': 5.46, 'LDVG': 2.61, 'LEXG': 1.28}",50.8,5.6,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.6, 'Cadres': 14.0, 'Profession intermédiaire': 32.4, 'Employé': 30.3, 'Ouvrier': 19.6}",32.0,13.3,12.3,17.2,4.5
62,62510,M,62800,30113.0,metro,Union de la gauche,"62160,62300","{'LUG': 73.51, 'LRN': 15.97, 'LVEC': 6.16, 'LDVD': 2.72, 'LEXG': 1.61}",53.1,6.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.1, 'Cadres': 11.8, 'Profession intermédiaire': 27.7, 'Employé': 34.1, 'Ouvrier': 22.2}",28.0,12.2,11.7,18.2,3.3
62,62516,F,62190,10200.0,metro,Divers gauche,,"{'LDVG': 46.72, 'LDIV': 33.68, 'LRN': 19.59}",58.2,6.8,"{'Agriculteur': 0.9, 'Artisan, commerçant et chef d’entreprise': 7.5, 'Cadres': 9.4, 'Profession intermédiaire': 24.4, 'Employé': 32.3, 'Ouvrier': 25.7}",21.0,11.7,11.4,19.3,2.7
62,62525,M,62219,10559.0,metro,Divers gauche,62500,"{'LDVG': 19.75, 'LDVC': 25.1}",48.4,7.1,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 3.6, 'Cadres': 12.0, 'Profession intermédiaire': 25.2, 'Employé': 42.5, 'Ouvrier': 16.3}",23.0,8.6,9.7,14.7,5.1
62,62548,F,62730,10468.0,metro,Divers droite,62100,"{'LDVD': 73.84, 'LDIV': 17.87, 'LDVG': 8.28}",63.2,7.4,"{'Agriculteur': 1.3, 'Artisan, commerçant et chef d’entreprise': 5.8, 'Cadres': 6.1, 'Profession intermédiaire': 22.8, 'Employé': 33.6, 'Ouvrier': 30.4}",13.0,9.0,7.5,20.5,4.9
62,62570,M,62680,11651.0,metro,Parti Communiste Francais,,"{'LCOM': 68.51, 'LRN': 25.86, 'LLR': 5.62}",53.9,6.1,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 7.3, 'Cadres': 9.0, 'Profession intermédiaire': 24.3, 'Employé': 28.1, 'Ouvrier': 30.8}",25.0,11.3,12.1,19.0,2.6
62,62617,M,62290,11384.0,metro,Divers gauche,,"{'LDVG': 76.08, 'LRN': 17.14, 'LDVD': 6.77}",57.7,6.5,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.6, 'Cadres': 11.0, 'Profession intermédiaire': 25.7, 'Employé': 33.8, 'Ouvrier': 23.7}",23.0,10.7,12.3,18.9,2.4
62,62637,F,62590,10260.0,metro,Divers gauche,,"{'LDVG': 62.4, 'LRN': 37.59}",60.1,5.7,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.6, 'Cadres': 10.5, 'Profession intermédiaire': 25.1, 'Employé': 32.0, 'Ouvrier': 24.6}",24.0,12.8,11.9,20.2,4.6
62,62643,M,62230,13398.0,metro,Parti socialiste,,"{'LSOC': 76.74, 'LRDG': 15.14, 'LFI': 8.1}",62.1,7.7,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.6, 'Cadres': 6.8, 'Profession intermédiaire': 20.5, 'Employé': 32.5, 'Ouvrier': 35.5}",18.0,10.1,9.4,18.9,2.6
62,62758,M,62280,11036.0,metro,Divers gauche,62200,"{'LDVG': 44.87, 'LSOC': 44.12, 'LDVD': 11.0}",62.9,7.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.7, 'Cadres': 11.6, 'Profession intermédiaire': 29.6, 'Employé': 40.2, 'Ouvrier': 14.8}",17.0,10.4,11.0,18.2,6.8
62,62765,M,62500,14358.0,metro,Divers Centre,,"{'LDVC': 65.77, 'LDVG': 34.22}",55.8,4.8,"{'Agriculteur': 0.7, 'Artisan, commerçant et chef d’entreprise': 6.8, 'Cadres': 13.4, 'Profession intermédiaire': 27.4, 'Employé': 35.0, 'Ouvrier': 16.7}",29.0,13.5,11.0,16.6,9.8
63,63014,M,63170,10273.0,metro,Divers droite,63110,"{'LDVD': 47.56, 'LUG': 47.4, 'LDVC': 5.02}",56.2,5.1,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.4, 'Cadres': 28.2, 'Profession intermédiaire': 25.8, 'Employé': 26.1, 'Ouvrier': 15.4}",12.0,7.1,8.2,14.9,15.6
63,63032,M,63110,10787.0,metro,Divers Centre,63170,"{'LDVC': 41.37, 'LUG': 30.45, 'LLR': 28.17}",67.6,7.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.2, 'Cadres': 16.3, 'Profession intermédiaire': 29.8, 'Employé': 33.5, 'Ouvrier': 15.2}",11.0,9.4,8.6,17.7,18.2
63,63075,M,63400,17591.0,metro,Union de la droite,63110,"{'LUD': 48.37, 'LREM': 39.7, 'LUG': 11.91}",70.8,5.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.1, 'Cadres': 22.1, 'Profession intermédiaire': 33.3, 'Employé': 25.0, 'Ouvrier': 13.5}",9.0,7.7,11.7,17.1,23.1
63,63113,M,"63000,63100",147751.0,metro,Union de la gauche,"63170,63400","{'LUG': 48.41, 'LDVD': 36.5, 'LFI': 15.08}",57.3,3.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.3, 'Cadres': 24.0, 'Profession intermédiaire': 30.3, 'Employé': 25.8, 'Ouvrier': 15.5}",25.0,11.8,7.7,17.8,16.9
63,63124,M,63800,20020.0,metro,Union de la gauche,63170,"{'LUG': 51.88, 'LDVD': 25.37, 'LDVC': 22.74}",67.8,7.0,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.4, 'Cadres': 16.8, 'Profession intermédiaire': 27.0, 'Employé': 24.7, 'Ouvrier': 24.9}",11.0,9.3,8.2,19.7,9.6
63,63164,M,63360,10268.0,metro,Divers Centre,,"{'LDVC': 54.01, 'LUG': 23.31, 'LDVG': 22.67}",66.8,6.8,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 6.3, 'Cadres': 12.2, 'Profession intermédiaire': 24.6, 'Employé': 20.1, 'Ouvrier': 36.2}",13.0,11.8,8.6,18.7,4.7
63,63178,M,63500,15078.0,metro,Les Républicains,,"{'LLR': 66.73, 'LDVC': 12.97, 'LDVG': 11.45, 'LREM': 8.83}",67.4,6.7,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 5.1, 'Cadres': 12.2, 'Profession intermédiaire': 25.0, 'Employé': 26.7, 'Ouvrier': 30.6}",15.0,9.1,11.8,20.6,7.6
63,63284,M,63430,12422.0,metro,Divers gauche,,"{'LDVG': 38.0, 'LUG': 37.81, 'LDVD': 24.17}",73.6,5.5,"{'Agriculteur': 0.6, 'Artisan, commerçant et chef d’entreprise': 7.8, 'Cadres': 14.6, 'Profession intermédiaire': 25.0, 'Employé': 27.4, 'Ouvrier': 24.6}",9.0,10.7,9.1,19.5,8.5
63,63300,M,63200,18680.0,metro,Divers droite,,"{'LDVD': 50.59, 'LUG': 49.4}",64.4,5.8,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 5.9, 'Cadres': 19.4, 'Profession intermédiaire': 29.5, 'Employé': 26.7, 'Ouvrier': 18.3}",14.0,10.2,9.8,16.9,11.7
63,63430,M,63300,11686.0,metro,Divers gauche,,"{'LDVG': 43.39, 'LDVD': 38.04, 'LUG': 18.56}",59.7,7.4,"{'Agriculteur': 0.6, 'Artisan, commerçant et chef d’entreprise': 6.2, 'Cadres': 12.5, 'Profession intermédiaire': 24.2, 'Employé': 28.3, 'Ouvrier': 28.3}",24.0,9.4,12.7,16.3,7.4
64,64024,M,64600,42288.0,metro,Divers droite,"64200,64100","{'LDVD': 67.22, 'LUG': 26.52, 'LFI': 6.24}",66.3,7.5,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 8.6, 'Cadres': 16.0, 'Profession intermédiaire': 29.7, 'Employé': 28.3, 'Ouvrier': 17.3}",10.0,7.8,11.2,17.9,15.1
64,64102,M,64100,53312.0,metro,Divers Centre,64600,"{'LDVC': 53.81, 'LUG': 46.18}",67.7,4.8,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.2, 'Cadres': 17.7, 'Profession intermédiaire': 29.8, 'Employé': 29.6, 'Ouvrier': 15.5}",17.0,10.1,9.7,19.4,13.9
64,64122,F,64200,25810.0,metro,,64600,"{'LUD': 50.22, 'LDIV': 26.29, 'LDVC': 14.74, 'LDVD': 8.73}",65.6,7.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 12.7, 'Cadres': 17.9, 'Profession intermédiaire': 27.8, 'Employé': 30.1, 'Ouvrier': 11.4}",13.0,6.1,15.8,18.8,19.3
64,64129,M,64140,14037.0,metro,,64000,"{'LDVG': 61.92, 'LDVC': 38.07}",66.4,6.0,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 8.5, 'Cadres': 14.8, 'Profession intermédiaire': 31.2, 'Employé': 31.1, 'Ouvrier': 14.1}",17.0,11.0,12.0,19.5,10.5
64,64260,M,64700,18074.0,metro,Divers gauche,64500,"{'LDVG': 55.1, 'LDIV': 44.89}",64.9,6.2,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 8.2, 'Cadres': 13.7, 'Profession intermédiaire': 26.4, 'Employé': 30.9, 'Ouvrier': 20.4}",18.0,6.6,8.8,20.3,10.2
64,64348,M,64140,13708.0,metro,Les Républicains,,"{'LLR': 61.63, 'LDVG': 38.36}",71.3,6.1,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 6.8, 'Cadres': 12.1, 'Profession intermédiaire': 28.1, 'Employé': 23.3, 'Ouvrier': 29.4}",11.0,9.9,8.3,19.1,13.5
64,64422,M,64400,10658.0,metro,Divers gauche,,"{'LDVG': 43.42, 'LDVD': 33.82, 'LDVC': 12.47, 'LDIV': 10.28}",62.9,8.9,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 6.8, 'Cadres': 13.6, 'Profession intermédiaire': 27.5, 'Employé': 29.6, 'Ouvrier': 22.1}",18.0,6.7,17.3,18.7,6.7
64,64430,M,64300,10836.0,metro,Parti socialiste,,"{'LSOC': 55.66, 'LDVG': 24.67, 'LDIV': 11.44, 'LEXG': 8.21}",63.3,6.3,"{'Agriculteur': 0.8, 'Artisan, commerçant et chef d’entreprise': 7.1, 'Cadres': 13.7, 'Profession intermédiaire': 29.2, 'Employé': 31.4, 'Ouvrier': 17.8}",14.0,6.8,14.0,17.7,6.9
64,64445,M,64000,78620.0,metro,Divers Centre,64140,"{'LDVC': 55.46, 'LDVG': 44.53}",58.4,4.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.6, 'Cadres': 22.5, 'Profession intermédiaire': 30.8, 'Employé': 28.6, 'Ouvrier': 12.2}",22.0,10.0,10.9,18.1,15.6
64,64483,M,64500,14690.0,metro,Divers droite,,"{'LDVD': 50.54, 'LDVC': 23.84, 'LREG': 23.1, 'LEXG': 2.5}",64.6,7.2,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 11.0, 'Cadres': 16.4, 'Profession intermédiaire': 24.1, 'Employé': 32.6, 'Ouvrier': 15.5}",12.0,6.1,14.7,17.7,11.2
64,64545,M,"64122,64700",10594.0,metro,Liste régionaliste,"64500,64700","{'LREG': 45.9, 'LDVD': 27.94, 'LDIV': 26.15}",70.6,8.3,"{'Agriculteur': 1.4, 'Artisan, commerçant et chef d’entreprise': 13.3, 'Cadres': 12.6, 'Profession intermédiaire': 22.5, 'Employé': 27.1, 'Ouvrier': 23.1}",10.0,9.0,7.9,19.0,9.6
65,65286,M,65100,13266.0,metro,Divers,,{'LDIV': 40.22},53.3,8.0,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 9.0, 'Cadres': 10.9, 'Profession intermédiaire': 25.8, 'Employé': 34.6, 'Ouvrier': 19.4}",23.0,8.1,18.6,16.2,5.1
65,65440,M,65000,44529.0,metro,Divers droite,,"{'LDVD': 52.79, 'LDIV': 24.15, 'LDVG': 23.04}",52.3,5.1,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.0, 'Cadres': 15.8, 'Profession intermédiaire': 28.5, 'Employé': 34.6, 'Ouvrier': 14.8}",26.0,11.1,12.9,19.0,8.0
66,66008,M,66700,10779.0,metro,Divers gauche,,"{'LDVG': 21.61, 'LDVD': 18.67}",55.5,11.5,"{'Agriculteur': 0.9, 'Artisan, commerçant et chef d’entreprise': 12.6, 'Cadres': 11.9, 'Profession intermédiaire': 27.0, 'Employé': 29.7, 'Ouvrier': 17.9}",17.0,7.5,16.8,19.1,6.3
66,66028,F,66330,10414.0,metro,,,"{'LCOM': 58.9, 'LDIV': 26.86, 'LLR': 14.23}",64.3,6.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 8.8, 'Cadres': 15.5, 'Profession intermédiaire': 32.0, 'Employé': 30.9, 'Ouvrier': 12.7}",14.0,6.3,11.3,19.3,10.2
66,66037,M,66140,13005.0,metro,Divers droite,66330,"{'LDVD': 8.88, 'LDVG': 8.37}",56.5,10.7,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 16.6, 'Cadres': 10.8, 'Profession intermédiaire': 21.7, 'Employé': 32.0, 'Ouvrier': 18.5}",18.0,6.1,16.6,19.6,8.0
66,66136,M,"66000,66100",120996.0,metro,Rassemblement National,"66330,66240","{'LRN': 53.09, 'LLR': 46.9}",48.6,5.0,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 7.7, 'Cadres': 15.0, 'Profession intermédiaire': 28.9, 'Employé': 30.1, 'Ouvrier': 18.1}",34.0,12.7,11.3,17.9,10.0
66,66141,M,66380,11174.0,metro,Divers,,"{'LDIV': 17.04, 'LDVG': 36.75}",60.9,6.0,"{'Agriculteur': 1.1, 'Artisan, commerçant et chef d’entreprise': 18.2, 'Cadres': 11.6, 'Profession intermédiaire': 22.7, 'Employé': 20.8, 'Ouvrier': 25.6}",22.0,11.6,8.7,20.0,4.6
66,66171,M,66750,11995.0,metro,,,"{'LLR': 63.55, 'LRN': 22.73, 'LDVC': 13.7}",53.4,12.3,"{'Agriculteur': 1.0, 'Artisan, commerçant et chef d’entreprise': 16.6, 'Cadres': 12.9, 'Profession intermédiaire': 20.6, 'Employé': 34.1, 'Ouvrier': 14.8}",17.0,5.8,17.6,18.4,7.6
66,66172,M,66240,11673.0,metro,Divers droite,,{'LDVD': 100.0},64.0,7.6,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 11.3, 'Cadres': 11.8, 'Profession intermédiaire': 31.4, 'Employé': 29.3, 'Ouvrier': 16.0}",14.0,7.6,11.0,18.6,8.9
67,67043,M,67800,18289.0,metro,Divers droite,67300,"{'LDVD': 50.77, 'LECO': 35.66, 'LDVC': 13.55}",64.0,5.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.4, 'Cadres': 20.2, 'Profession intermédiaire': 31.8, 'Employé': 20.3, 'Ouvrier': 22.3}",25.0,14.0,7.7,17.0,10.8
67,67046,M,67240,12211.0,metro,Divers Centre,,"{'LDVC': 84.23, 'LECO': 15.76}",61.1,5.8,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 11.4, 'Profession intermédiaire': 21.9, 'Employé': 30.2, 'Ouvrier': 31.7}",19.0,10.8,14.7,16.8,3.8
67,67067,M,67170,10369.0,metro,Divers droite,,"{'LDVD': 57.7, 'LDIV': 35.16, 'LDVG': 7.13}",72.1,5.4,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 4.5, 'Cadres': 13.0, 'Profession intermédiaire': 29.4, 'Employé': 29.3, 'Ouvrier': 23.4}",7.0,10.0,12.7,17.3,10.7
67,67130,M,67150,11076.0,metro,,,"{'LDVC': 31.37, 'LRN': 10.83}",67.7,6.8,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.1, 'Cadres': 14.5, 'Profession intermédiaire': 30.2, 'Employé': 21.0, 'Ouvrier': 30.1}",12.0,10.0,10.1,16.2,7.3
67,67180,M,67500,36070.0,metro,Divers droite,67240,"{'LDVD': 65.71, 'LDIV': 22.28, 'LRN': 12.0}",69.8,5.9,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 3.7, 'Cadres': 14.6, 'Profession intermédiaire': 28.4, 'Employé': 29.9, 'Ouvrier': 23.3}",14.0,10.4,8.1,18.6,9.0
67,67204,M,67800,11413.0,metro,,,{'LDVC': 100.0},66.3,6.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.2, 'Cadres': 13.3, 'Profession intermédiaire': 33.3, 'Employé': 26.0, 'Ouvrier': 22.2}",16.0,10.4,9.3,18.0,9.2
67,67218,M,67400,27339.0,metro,Divers Centre,67540,"{'LDVC': 39.7, 'LDVG': 34.51, 'LDIV': 18.13, 'LDVD': 7.63}",68.1,4.8,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.3, 'Cadres': 29.5, 'Profession intermédiaire': 27.8, 'Employé': 22.9, 'Ouvrier': 16.5}",14.0,10.3,8.3,17.1,15.3
67,67267,F,67380,20683.0,metro,Divers droite,67540,"{'LDVD': 13.39, 'LSOC': 32.57}",67.2,4.9,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 7.2, 'Cadres': 19.5, 'Profession intermédiaire': 33.4, 'Employé': 23.1, 'Ouvrier': 16.8}",17.0,14.6,7.6,18.0,11.9
67,67348,M,67210,12303.0,metro,Divers droite,,"{'LDVD': 62.7, 'LDIV': 37.29}",72.3,5.9,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 5.0, 'Cadres': 21.5, 'Profession intermédiaire': 23.1, 'Employé': 21.3, 'Ouvrier': 28.7}",11.0,10.1,9.0,17.2,11.5
67,67365,F,67540,13492.0,metro,Divers,"67380,67400","{'LDIV': 46.72, 'LDVG': 34.37, 'LDVD': 18.89}",63.9,6.9,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 8.4, 'Cadres': 15.3, 'Profession intermédiaire': 35.5, 'Employé': 22.1, 'Ouvrier': 18.4}",17.0,12.4,8.2,17.4,12.8
67,67437,M,67700,11323.0,metro,Divers droite,,"{'LDVD': 23.36, 'LDVC': 11.84}",67.3,6.1,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 3.6, 'Cadres': 18.9, 'Profession intermédiaire': 29.3, 'Employé': 24.4, 'Ouvrier': 23.7}",16.0,11.1,12.0,16.4,12.6
67,67447,F,67300,34382.0,metro,Écologiste,67800,"{'LECO': 55.29, 'LLR': 20.57, 'LREM': 13.01, 'LDIV': 3.43, 'LEXG': 1.93}",63.5,3.8,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.6, 'Cadres': 32.8, 'Profession intermédiaire': 28.7, 'Employé': 25.1, 'Ouvrier': 9.7}",25.0,14.6,8.7,14.3,18.0
67,67462,M,67600,19523.0,metro,Divers droite,,"{'LDVD': 41.25, 'LDVC': 38.81, 'LVEC': 19.93}",67.6,6.3,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.5, 'Cadres': 16.0, 'Profession intermédiaire': 25.9, 'Employé': 29.5, 'Ouvrier': 23.9}",15.0,11.4,8.5,16.4,9.8
67,67482,F,"67000,67100,67200",291709.0,metro,Europe Écologie Les Verts,"67800,67540,67300","{'LVEC': 41.7, 'LDVC': 34.95, 'LSOC': 23.33}",57.8,3.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.5, 'Cadres': 25.6, 'Profession intermédiaire': 29.5, 'Employé': 26.0, 'Ouvrier': 14.3}",26.0,13.3,7.5,15.0,23.0
68,68063,M,68700,11737.0,metro,Divers droite,,"{'LDVD': 70.61, 'LDVC': 29.38}",66.2,5.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.5, 'Cadres': 14.6, 'Profession intermédiaire': 25.1, 'Employé': 26.3, 'Ouvrier': 29.4}",15.0,9.7,10.7,16.5,6.6
68,68066,M,68000,67360.0,metro,,,"{'LDVD': 63.88, 'LVEC': 36.11}",64.3,5.5,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.6, 'Cadres': 16.4, 'Profession intermédiaire': 29.9, 'Employé': 29.7, 'Ouvrier': 19.2}",21.0,11.1,9.5,16.3,11.6
68,68112,M,68500,11090.0,metro,Divers Centre,,"{'LDVC': 48.37, 'LDVG': 22.75, 'LVEC': 16.64, 'LDVD': 12.21}",63.4,7.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.7, 'Cadres': 17.3, 'Profession intermédiaire': 28.7, 'Employé': 27.0, 'Ouvrier': 20.3}",18.0,9.9,10.3,15.7,7.3
68,68154,M,68110,15115.0,metro,Divers droite,68260,{'LDVD': 100.0},62.5,5.7,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.0, 'Cadres': 12.7, 'Profession intermédiaire': 30.8, 'Employé': 27.2, 'Ouvrier': 24.1}",20.0,11.6,9.1,18.3,5.3
68,68166,M,68260,13265.0,metro,,,"{'LDVG': 64.69, 'LDVD': 29.18, 'LDVC': 6.11}",65.6,7.8,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.8, 'Cadres': 8.6, 'Profession intermédiaire': 27.4, 'Employé': 32.9, 'Ouvrier': 23.1}",13.0,11.4,10.0,17.5,5.3
68,68224,F,"68100,68200",104924.0,metro,Divers droite,"68400,68110,68120","{'LDVD': 38.6, 'LVEC': 27.22, 'LDVC': 22.96, 'LRN': 11.19}",51.6,3.8,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.3, 'Cadres': 17.5, 'Profession intermédiaire': 30.6, 'Employé': 29.0, 'Ouvrier': 17.5}",36.0,15.7,10.1,15.7,8.9
68,68256,M,68120,10275.0,metro,Divers droite,68260,"{'LDVD': 37.14, 'LDVG': 12.61}",66.9,4.4,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 10.9, 'Profession intermédiaire': 30.1, 'Employé': 26.8, 'Ouvrier': 25.1}",14.0,11.3,12.9,18.6,8.6
68,68271,M,68400,12154.0,metro,Divers Centre,68170,"{'LDVC': 37.76, 'LDVD': 21.06}",68.8,7.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 7.6, 'Cadres': 19.5, 'Profession intermédiaire': 25.7, 'Employé': 32.2, 'Ouvrier': 15.1}",12.0,8.7,10.4,16.0,14.1
68,68278,F,68170,14125.0,metro,,,{'LDVC': 100.0},70.2,6.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 8.5, 'Cadres': 13.3, 'Profession intermédiaire': 25.8, 'Employé': 27.2, 'Ouvrier': 25.1}",10.0,10.5,9.0,16.2,9.2
68,68297,F,68300,22530.0,metro,,,"{'LDVD': 84.02, 'LDVC': 15.97}",61.6,4.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.1, 'Cadres': 17.3, 'Profession intermédiaire': 24.2, 'Employé': 32.2, 'Ouvrier': 21.3}",20.0,11.5,7.5,17.3,11.9
68,68375,M,68310,10364.0,metro,,,{'LDVC': 100.0},67.6,7.2,"{'Agriculteur': 0.7, 'Artisan, commerçant et chef d’entreprise': 8.1, 'Cadres': 11.0, 'Profession intermédiaire': 29.3, 'Employé': 21.0, 'Ouvrier': 30.0}",11.0,9.8,10.0,16.3,4.6
68,68376,M,68270,15491.0,metro,Parti socialiste,68260,"{'LSOC': 59.0, 'LDVC': 40.99}",60.5,6.7,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.5, 'Cadres': 11.6, 'Profession intermédiaire': 25.6, 'Employé': 33.1, 'Ouvrier': 23.0}",15.0,11.0,8.8,17.0,4.0
69,69019,M,69220,13767.0,metro,Divers Centre,,"{'LDVC': 69.75, 'LDVG': 15.66, 'LDVD': 14.58}",71.4,5.1,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 12.2, 'Profession intermédiaire': 24.0, 'Employé': 27.7, 'Ouvrier': 28.8}",13.0,12.3,10.3,20.0,5.7
69,69027,M,69530,12330.0,metro,Divers droite,69230,"{'LDVD': 45.73, 'LDVC': 37.95, 'LDVG': 16.3}",72.9,5.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 8.1, 'Cadres': 19.8, 'Profession intermédiaire': 32.7, 'Employé': 19.7, 'Ouvrier': 19.6}",10.0,11.9,7.3,16.5,17.0
69,69029,M,69500,42850.0,metro,Les Républicains,69680,"{'LLR': 51.22, 'LUG': 48.77}",64.4,3.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.2, 'Cadres': 28.6, 'Profession intermédiaire': 34.0, 'Employé': 25.9, 'Ouvrier': 8.3}",21.0,14.8,6.6,16.1,15.5
69,69069,F,69290,12170.0,metro,Divers droite,"69340,69160","{'LDVD': 50.0, 'LVEC': 30.17, 'LDVC': 19.82}",72.9,5.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 8.1, 'Cadres': 24.8, 'Profession intermédiaire': 27.8, 'Employé': 24.6, 'Ouvrier': 14.7}",8.0,10.7,6.3,16.4,14.1
69,69081,M,69130,18019.0,metro,Divers droite,69160,"{'LDVD': 24.36, 'LUC': 14.52, 'LUG': 11.51}",60.8,3.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.3, 'Cadres': 39.2, 'Profession intermédiaire': 27.8, 'Employé': 24.2, 'Ouvrier': 5.6}",12.0,9.4,8.5,14.4,27.4
69,69089,M,69340,15664.0,metro,Les Républicains,"69110,69290,69160","{'LLR': 50.88, 'LVEC': 49.11}",67.5,4.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 8.9, 'Cadres': 22.2, 'Profession intermédiaire': 29.8, 'Employé': 30.8, 'Ouvrier': 8.3}",8.0,11.8,9.1,15.6,20.0
69,69091,M,69700,20943.0,metro,Divers gauche,,"{'LDVG': 28.88, 'LUG': 28.24, 'LRN': 25.4, 'LDIV': 17.46}",57.3,5.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.6, 'Cadres': 14.9, 'Profession intermédiaire': 28.1, 'Employé': 32.5, 'Ouvrier': 18.8}",30.0,16.5,10.3,17.0,4.0
69,69123,M,"69001,69002,69003,69004,69005,69006,69007,69008,69009",520774.0,metro,,,{},66.5,2.5,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.2, 'Cadres': 35.2, 'Profession intermédiaire': 28.1, 'Employé': 22.8, 'Ouvrier': 8.6}",16.0,14.3,6.9,13.9,32.1
