Code du département,Code de la commune,Code sexe,codesPostaux,population,zone,etiquette_politique,communes_voisines,resultats_votes,emploi_actifs,emploi_retraites,socio_pro,pauvrete_ensemble,natalite,mortalite,diplome_bac,diplome_bac5_plus
59,59155,M,59210,20833.0,metro,Divers gauche,,{'LDVG': 100.0},62.6,7.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.5, 'Cadres': 8.8, 'Profession intermédiaire': 27.8, 'Employé': 41.0, 'Ouvrier': 17.9}",17.0,10.3,10.4,19.0,3.6
59,59163,M,59170,20956.0,metro,Divers droite,"59290,59100,59510","{'LDVD': 51.42, 'LREM': 18.08, 'LDVG': 16.77, 'LDVC': 13.72}",65.2,4.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.8, 'Cadres': 34.5, 'Profession intermédiaire': 24.1, 'Employé': 21.8, 'Ouvrier': 14.7}",16.0,12.6,8.4,15.8,20.6
59,59172,F,59220,20622.0,metro,Union de la gauche,,"{'LUG': 57.1, 'LRN': 30.68, 'LDVG': 1.74, 'LEXG': 2.2}",42.8,5.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.3, 'Cadres': 12.6, 'Profession intermédiaire': 30.0, 'Employé': 33.7, 'Ouvrier': 19.3}",43.0,17.2,10.7,16.5,2.1
59,59178,M,59500,39833.0,metro,,,"{'LUG': 41.33, 'LDVC': 30.33, 'LRN': 14.58, 'LDVG': 13.74}",52.3,4.6,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.4, 'Cadres': 16.2, 'Profession intermédiaire': 29.6, 'Employé': 28.7, 'Ouvrier': 21.1}",29.0,13.4,10.7,18.1,9.9
59,59179,M,59282,10112.0,metro,Parti Communiste Francais,,"{'LCOM': 58.49, 'LRN': 25.19, 'LDVG': 16.31}",53.7,5.1,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 9.7, 'Cadres': 9.9, 'Profession intermédiaire': 25.0, 'Employé': 38.5, 'Ouvrier': 16.6}",29.0,12.2,9.4,17.3,2.6
59,59183,M,"59140,59240,59279,59430,59640",87013.0,metro,Divers gauche,"59210,59760","{'LDVG': 4.9, 'LRN': 15.29, 'LEXG': 2.81}",57.8,7.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.5, 'Cadres': 14.1, 'Profession intermédiaire': 30.5, 'Employé': 27.8, 'Ouvrier': 23.1}",22.0,10.8,10.6,17.4,7.4
59,59220,M,59155,18310.0,metro,Union de la gauche,"59790,59139","{'LUG': 53.02, 'LDVD': 46.97}",67.7,4.2,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.6, 'Cadres': 15.3, 'Profession intermédiaire': 24.1, 'Employé': 35.1, 'Ouvrier': 18.7}",16.0,15.6,8.9,17.7,14.0
59,59249,M,59610,11528.0,metro,Divers droite,,"{'LDVD': 6.16, 'LDVG': 24.11, 'LEXG': 2.61}",47.7,6.4,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.0, 'Cadres': 8.9, 'Profession intermédiaire': 25.4, 'Employé': 35.2, 'Ouvrier': 23.4}",34.0,11.6,12.8,16.4,3.5
59,59271,M,59760,20347.0,metro,Union de la gauche,,"{'LUG': 53.56, 'LDVG': 32.67, 'LDIV': 7.1, 'LFI': 6.65}",48.0,4.7,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 2.0, 'Cadres': 13.6, 'Profession intermédiaire': 32.1, 'Employé': 22.9, 'Ouvrier': 29.4}",33.0,13.7,6.9,18.5,2.5
59,59273,M,59820,11451.0,metro,Parti socialiste,,"{'LSOC': 79.97, 'LDVD': 20.02}",62.4,7.2,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 2.7, 'Cadres': 15.0, 'Profession intermédiaire': 38.8, 'Employé': 18.3, 'Ouvrier': 25.1}",15.0,9.8,11.0,17.6,4.8
59,59279,M,59250,20684.0,metro,Divers Centre,"59223,59960","{'LDVC': 7.53, 'LLR': 45.29}",66.5,5.3,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 7.6, 'Cadres': 13.3, 'Profession intermédiaire': 25.0, 'Employé': 27.1, 'Ouvrier': 26.6}",17.0,12.6,6.8,19.4,5.7
59,59286,M,59320,14922.0,metro,Divers droite,,"{'LDVD': 14.84, 'LCOM': 17.25}",68.6,6.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.0, 'Cadres': 13.5, 'Profession intermédiaire': 25.5, 'Employé': 33.3, 'Ouvrier': 21.7}",16.0,13.8,11.9,20.0,8.2
59,59291,M,59330,14197.0,metro,Divers droite,,"{'LDVD': 52.96, 'LLR': 47.03}",48.4,5.2,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.3, 'Cadres': 8.7, 'Profession intermédiaire': 23.9, 'Employé': 35.5, 'Ouvrier': 26.4}",35.0,12.5,11.4,18.3,2.4
59,59295,M,59190,21785.0,metro,Divers droite,,"{'LDVD': 23.45, 'LDVC': 34.58}",64.4,7.3,"{'Agriculteur': 0.8, 'Artisan, commerçant et chef d’entreprise': 5.4, 'Cadres': 12.7, 'Profession intermédiaire': 29.3, 'Employé': 33.9, 'Ouvrier': 17.9}",16.0,9.7,10.6,17.3,6.5
59,59299,M,59510,18579.0,metro,Union des Démocrates et des Indépendants,59390,"{'LUDI': 79.38, 'LDVG': 8.63}",61.3,5.2,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.5, 'Cadres': 20.3, 'Profession intermédiaire': 27.6, 'Employé': 21.8, 'Ouvrier': 24.7}",17.0,12.0,8.0,15.6,14.2
59,59324,M,59460,10273.0,metro,,,"{'LUG': 78.5, 'LDVD': 21.49}",46.6,5.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.2, 'Cadres': 17.0, 'Profession intermédiaire': 30.8, 'Employé': 24.3, 'Ouvrier': 24.6}",35.0,11.7,11.0,20.1,2.7
59,59328,M,59130,27105.0,metro,Divers Centre,59350,"{'LDVC': 28.38, 'LDVG': 15.78}",69.5,4.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.7, 'Cadres': 27.3, 'Profession intermédiaire': 28.1, 'Employé': 27.7, 'Ouvrier': 11.1}",10.0,12.4,7.8,13.8,27.1
59,59350,M,"59000,59160,59260,59777,59800",238695.0,metro,,"59110,59350,59130","{'LUG': 40.0, 'LVEC': 39.41, 'LUC': 20.58}",56.6,2.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.0, 'Cadres': 29.6, 'Profession intermédiaire': 29.7, 'Employé': 26.2, 'Ouvrier': 10.5}",27.0,13.1,6.3,14.4,28.0
59,59360,F,59120,22948.0,metro,Divers Centre,"59320,59139","{'LDVC': 51.08, 'LDVG': 10.84, 'LUG': 18.52}",57.5,4.7,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.4, 'Cadres': 25.9, 'Profession intermédiaire': 30.6, 'Employé': 26.0, 'Ouvrier': 13.0}",23.0,15.3,7.5,17.4,11.5
59,59367,M,59390,13987.0,metro,Divers droite,,"{'LDVD': 70.62, 'LDVC': 29.37}",66.0,6.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.8, 'Cadres': 19.3, 'Profession intermédiaire': 29.3, 'Employé': 21.3, 'Ouvrier': 25.2}",15.0,12.7,6.3,20.3,7.0
59,59368,M,59110,22161.0,metro,Divers droite,"59350,59520","{'LDVD': 64.72, 'LVEC': 35.27}",70.5,4.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.7, 'Cadres': 32.3, 'Profession intermédiaire': 26.2, 'Employé': 24.6, 'Ouvrier': 11.1}",14.0,14.4,7.8,13.3,30.4
59,59378,M,59700,39943.0,metro,,"59290,59110,59520","{'LDVD': 10.0, 'LUG': 15.16, 'LDIV': 1.56}",70.6,4.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.0, 'Cadres': 30.4, 'Profession intermédiaire': 28.5, 'Employé': 23.9, 'Ouvrier': 13.2}",10.0,11.3,9.6,14.4,30.3
59,59383,M,59770,11980.0,metro,Divers droite,59300,"{'LDVD': 53.55, 'LUG': 46.44}",59.1,6.4,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 3.3, 'Cadres': 17.5, 'Profession intermédiaire': 32.4, 'Employé': 21.2, 'Ouvrier': 25.4}",23.0,12.9,11.7,20.1,8.1
59,59386,M,59520,11709.0,metro,Divers droite,"59110,59118,59350","{'LDVD': 72.45, 'LDVG': 27.54}",70.8,6.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 8.0, 'Cadres': 18.6, 'Profession intermédiaire': 25.2, 'Employé': 28.1, 'Ouvrier': 20.1}",11.0,13.3,8.7,15.7,15.6
59,59392,M,59600,28879.0,metro,Divers droite,,"{'LDVD': 11.74, 'LSOC': 33.17, 'LRN': 7.26}",46.0,5.2,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.9, 'Cadres': 10.9, 'Profession intermédiaire': 29.2, 'Employé': 32.8, 'Ouvrier': 23.1}",36.0,13.4,11.0,16.8,4.7
59,59410,M,59370,21368.0,metro,,,{'LDVG': 31.46},60.2,4.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.1, 'Cadres': 24.7, 'Profession intermédiaire': 26.3, 'Employé': 28.0, 'Ouvrier': 15.9}",25.0,14.4,7.1,15.7,16.9
59,59421,M,59420,13239.0,metro,Union de la droite,"59290,59200","{'LUD': 71.94, 'LDVD': 28.05}",69.9,5.0,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 9.1, 'Cadres': 21.5, 'Profession intermédiaire': 25.2, 'Employé': 26.3, 'Ouvrier': 17.7}",7.0,11.5,8.4,15.1,24.0
59,59426,F,59960,10125.0,metro,Divers droite,"59223,59200,59250",{'LDVD': 100.0},71.7,6.2,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.9, 'Cadres': 12.1, 'Profession intermédiaire': 25.6, 'Employé': 24.3, 'Ouvrier': 32.9}",6.0,8.8,7.4,19.5,8.3
59,59491,M,59590,12140.0,metro,Parti Communiste Francais,59860,"{'LCOM': 64.66, 'LDVC': 31.45, 'LDVD': 3.88}",52.2,6.1,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.1, 'Cadres': 14.3, 'Profession intermédiaire': 22.2, 'Employé': 22.2, 'Ouvrier': 35.0}",28.0,13.0,9.8,16.8,3.6
59,59507,M,59790,19436.0,metro,,59155,"{'LSOC': 52.45, 'LVEC': 30.16, 'LFI': 17.37}",64.7,5.7,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.6, 'Cadres': 36.4, 'Profession intermédiaire': 27.4, 'Employé': 21.5, 'Ouvrier': 11.1}",18.0,14.3,7.6,16.2,14.0
59,59508,M,59223,13873.0,metro,Divers droite,"59250,59960","{'LDVD': 71.89, 'LECO': 28.1}",71.0,6.0,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 5.3, 'Cadres': 12.0, 'Profession intermédiaire': 27.8, 'Employé': 29.6, 'Ouvrier': 25.1}",7.0,8.6,8.0,18.9,10.7
59,59512,M,59100,99507.0,metro,Union du Centre,"59170,59390,59150","{'LUC': 56.2, 'LDVG': 43.79}",45.0,3.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.5, 'Cadres': 22.8, 'Profession intermédiaire': 30.7, 'Employé': 29.0, 'Ouvrier': 13.1}",46.0,18.2,7.5,16.8,7.0
59,59526,M,59230,16042.0,metro,Parti Communiste Francais,59590,"{'LCOM': 50.96, 'LDVG': 28.79, 'LRN': 11.71, 'LDVD': 8.53}",63.4,6.1,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.8, 'Cadres': 13.8, 'Profession intermédiaire': 27.8, 'Employé': 26.7, 'Ouvrier': 26.7}",18.0,10.6,13.1,16.3,8.2
59,59527,F,59350,12909.0,metro,Divers Centre,"59110,59520,59130","{'LDVC': 57.89, 'LDIV': 42.1}",71.1,4.8,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.2, 'Cadres': 17.2, 'Profession intermédiaire': 34.2, 'Employé': 29.5, 'Ouvrier': 13.7}",11.0,13.0,8.3,16.2,18.5
59,59544,M,59880,11121.0,metro,Les Républicains,"59860,59770","{'LLR': 73.7, 'LDVG': 19.43, 'LEXG': 6.86}",63.3,6.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.1, 'Cadres': 9.5, 'Profession intermédiaire': 25.9, 'Employé': 28.3, 'Ouvrier': 33.2}",17.0,10.5,11.4,17.6,11.5
59,59560,M,59113,13011.0,metro,Divers Centre,59139,"{'LDVC': 52.86, 'LCOM': 47.13}",64.7,5.1,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.4, 'Cadres': 19.3, 'Profession intermédiaire': 30.8, 'Employé': 24.5, 'Ouvrier': 21.9}",15.0,12.7,11.1,17.6,11.4
59,59569,M,59450,15916.0,metro,Divers,59500,"{'LDIV': 9.97, 'LCOM': 9.54, 'LEXG': 5.07}",55.2,5.8,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.5, 'Cadres': 12.0, 'Profession intermédiaire': 23.6, 'Employé': 34.7, 'Ouvrier': 25.2}",25.0,13.8,10.5,19.9,3.7
59,59574,M,59490,11902.0,metro,Union de la gauche,,"{'LUG': 48.53, 'LDVC': 34.86, 'LRN': 16.59}",55.9,5.6,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 3.7, 'Cadres': 12.1, 'Profession intermédiaire': 25.4, 'Employé': 30.7, 'Ouvrier': 27.9}",23.0,11.5,10.9,18.6,3.7
59,59599,F,59200,99160.0,metro,,"59420,59223,59960","{'LUC': 60.88, 'LDVG': 2.24, 'LVEC': 9.2, 'LRN': 8.39, 'LEXG': 1.64}",58.0,4.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.9, 'Cadres': 18.1, 'Profession intermédiaire': 29.1, 'Employé': 30.3, 'Ouvrier': 16.6}",29.0,16.1,7.5,19.2,7.6
59,59606,M,59300,42979.0,metro,Divers droite,"59770,59410","{'LDVD': 3.8, 'LUG': 13.45, 'LRN': 9.65, 'LCOM': 5.35}",55.4,4.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.8, 'Cadres': 17.4, 'Profession intermédiaire': 30.9, 'Employé': 32.0, 'Ouvrier': 15.9}",25.0,12.2,9.9,17.3,13.7
59,59616,M,59690,10455.0,metro,Divers gauche,,"{'LDVG': 51.49, 'LUG': 48.5}",54.0,6.4,"{'Agriculteur': 1.4, 'Artisan, commerçant et chef d’entreprise': 6.4, 'Cadres': 8.6, 'Profession intermédiaire': 26.8, 'Employé': 30.2, 'Ouvrier': 26.7}",27.0,10.8,9.5,17.4,2.8
59,59636,M,59118,10984.0,metro,Divers droite,59520,"{'LDVD': 24.89, 'LDVC': 13.88}",73.1,5.7,"{'Agriculteur': 0.7, 'Artisan, commerçant et chef d’entreprise': 5.9, 'Cadres': 18.1, 'Profession intermédiaire': 28.8, 'Employé': 19.8, 'Ouvrier': 26.6}",7.0,13.0,8.0,15.4,18.6
59,59646,F,59290,20674.0,metro,Divers droite,"59170,59420,59700","{'LDVD': 27.0, 'LDVG': 16.66}",71.2,4.5,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.5, 'Cadres': 26.7, 'Profession intermédiaire': 28.3, 'Employé': 30.8, 'Ouvrier': 10.6}",10.0,12.5,9.9,15.2,21.4
59,59648,M,59139,15756.0,metro,Divers droite,59155,"{'LDVD': 55.41, 'LECO': 24.45, 'LDVG': 10.49, 'LREM': 9.64}",64.2,4.7,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 12.7, 'Profession intermédiaire': 27.3, 'Employé': 39.8, 'Ouvrier': 15.2}",20.0,14.6,7.1,17.9,14.4
59,59650,M,59150,40881.0,metro,Divers gauche,"59390,59100","{'LDVG': 20.53, 'LRN': 20.35, 'LEXG': 4.92, 'LDIV': 2.56}",61.5,5.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.8, 'Cadres': 11.1, 'Profession intermédiaire': 26.1, 'Employé': 28.4, 'Ouvrier': 27.5}",22.0,12.8,8.1,18.4,3.3
60,60057,M,60000,55906.0,metro,,,"{'LDVD': 50.75, 'LUG': 31.72, 'LRN': 9.75, 'LDVC': 5.75, 'LEXG': 2.0}",54.7,5.1,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.8, 'Cadres': 16.1, 'Profession intermédiaire': 29.7, 'Employé': 28.8, 'Ouvrier': 21.5}",25.0,14.3,9.5,15.4,8.7
60,60141,F,60500,10740.0,metro,Les Républicains,60300,"{'LLR': 63.99, 'LDVD': 25.02, 'LDVG': 10.97}",75.8,4.7,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.2, 'Cadres': 17.8, 'Profession intermédiaire': 28.6, 'Employé': 34.9, 'Ouvrier': 11.2}",10.0,12.1,13.0,16.9,22.7
60,60157,M,60600,10704.0,metro,Divers gauche,,"{'LDVG': 57.36, 'LDVD': 42.63}",65.3,5.8,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 13.5, 'Profession intermédiaire': 33.4, 'Employé': 35.4, 'Ouvrier': 12.7}",15.0,11.7,16.5,18.4,9.6
60,60159,M,60200,40808.0,metro,Les Républicains,,"{'LLR': 57.85, 'LUDI': 31.56, 'LRN': 6.97, 'LEXG': 3.59}",57.1,3.9,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.2, 'Cadres': 19.3, 'Profession intermédiaire': 29.5, 'Employé': 29.3, 'Ouvrier': 17.5}",22.0,11.7,10.2,17.0,16.8
60,60175,F,60100,36494.0,metro,Union de la gauche,"60180,60300","{'LUG': 51.39, 'LDVC': 34.95, 'LDVD': 13.65}",47.9,3.2,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.4, 'Cadres': 16.7, 'Profession intermédiaire': 29.4, 'Employé': 31.6, 'Ouvrier': 17.7}",40.0,18.6,6.4,17.5,5.7
60,60176,F,60800,14243.0,metro,,,"{'LDVD': 26.5, 'LDIV': 17.4, 'LDVC': 12.75}",66.4,6.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.5, 'Cadres': 12.0, 'Profession intermédiaire': 22.2, 'Employé': 27.3, 'Ouvrier': 32.9}",12.0,9.9,10.8,18.2,7.3
60,60395,F,60110,14091.0,metro,Divers droite,,{'LDVD': 100.0},61.1,4.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.7, 'Cadres': 21.3, 'Profession intermédiaire': 24.8, 'Employé': 23.9, 'Ouvrier': 24.3}",21.0,13.9,8.6,18.6,4.7
60,60414,M,60160,13944.0,metro,Parti Communiste Francais,60180,"{'LCOM': 55.32, 'LDVG': 10.37, 'LDVD': 12.18}",53.8,3.5,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.3, 'Cadres': 20.2, 'Profession intermédiaire': 25.4, 'Employé': 22.6, 'Ouvrier': 27.3}",32.0,16.9,6.5,18.2,4.9
60,60463,M,60180,21859.0,metro,,,"{'LREM': 49.48, 'LDVG': 29.3, 'LDVD': 21.21}",53.5,4.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.9, 'Cadres': 11.6, 'Profession intermédiaire': 28.9, 'Employé': 29.3, 'Ouvrier': 26.4}",30.0,17.1,7.2,15.8,5.6
60,60471,F,60400,12810.0,metro,Les Républicains,,"{'LLR': 35.65, 'LREM': 35.3, 'LDVC': 19.7, 'LRN': 9.34}",50.5,6.1,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.9, 'Cadres': 10.6, 'Profession intermédiaire': 26.9, 'Employé': 33.3, 'Ouvrier': 24.2}",32.0,14.1,12.2,15.4,4.7
60,60509,M,60700,12343.0,metro,Divers droite,,"{'LDVD': 69.83, 'LDVG': 16.89, 'LRN': 13.26}",63.7,5.0,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 8.0, 'Cadres': 13.8, 'Profession intermédiaire': 24.7, 'Employé': 33.7, 'Ouvrier': 19.7}",19.0,12.6,8.1,19.0,6.0
60,60612,F,60300,15238.0,metro,Divers droite,,"{'LDVD': 54.6, 'LREM': 45.39}",71.2,4.5,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 17.9, 'Profession intermédiaire': 28.8, 'Employé': 27.9, 'Ouvrier': 20.6}",10.0,10.4,9.2,16.7,19.0
61,61001,M,61000,25667.0,metro,Divers gauche,,"{'LDVG': 12.63, 'LLR': 24.58, 'LREM': 19.86}",53.9,6.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.9, 'Cadres': 14.2, 'Profession intermédiaire': 31.0, 'Employé': 31.2, 'Ouvrier': 18.6}",28.0,10.3,12.0,15.8,7.3
61,61006,M,61200,13494.0,metro,Union de la gauche,,"{'LUG': 48.95, 'LDVC': 25.78, 'LDIV': 25.25}",54.0,8.2,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 5.8, 'Cadres': 11.8, 'Profession intermédiaire': 25.5, 'Employé': 33.1, 'Ouvrier': 23.2}",24.0,8.6,12.5,15.8,3.7
61,61169,M,61100,14308.0,metro,Divers gauche,,"{'LDVG': 56.4, 'LDVD': 37.83, 'LEXG': 5.76}",56.5,7.2,"{'Agriculteur': 0.6, 'Artisan, commerçant et chef d’entreprise': 5.5, 'Cadres': 10.0, 'Profession intermédiaire': 29.3, 'Employé': 30.0, 'Ouvrier': 24.7}",26.0,9.8,13.5,14.7,5.2
62,62041,M,62000,42621.0,metro,Divers Centre,,"{'LDVC': 56.58, 'LVEC': 16.64, 'LRN': 11.64, 'LDVG': 9.57, 'LFI': 4.3, 'LEXG': 1.25}",57.9,4.5,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.4, 'Cadres': 19.4, 'Profession intermédiaire': 32.4, 'Employé': 32.2, 'Ouvrier': 12.6}",25.0,12.1,9.3,18.3,13.3
62,62048,M,62260,10124.0,metro,Divers Centre,,"{'LDVC': 14.03, 'LDIV': 15.01, 'LDVD': 13.47}",49.9,6.3,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 6.0, 'Cadres': 10.0, 'Profession intermédiaire': 20.6, 'Employé': 32.5, 'Ouvrier': 30.5}",30.0,12.3,12.6,17.3,2.0
62,62065,M,62210,17571.0,metro,,"62680,62300",{'LUG': 100.0},53.0,5.9,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 4.6, 'Cadres': 9.1, 'Profession intermédiaire': 25.7, 'Employé': 28.9, 'Ouvrier': 31.3}",28.0,12.6,10.0,19.4,2.5
62,62108,M,62600,12967.0,metro,Divers droite,,"{'LDVD': 64.52, 'LDVG': 35.47}",55.9,8.6,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 5.1, 'Cadres': 9.0, 'Profession intermédiaire': 30.7, 'Employé': 39.4, 'Ouvrier': 15.6}",19.0,8.6,15.5,16.9,5.0
62,62119,M,62400,25342.0,metro,Union des Démocrates et des Indépendants,,"{'LUDI': 62.46, 'LDVG': 14.04, 'LDIV': 9.65, 'LRN': 7.01, 'LVEC': 6.81}",56.5,4.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.4, 'Cadres': 15.5, 'Profession intermédiaire': 27.7, 'Employé': 33.9, 'Ouvrier': 18.5}",26.0,10.5,11.1,17.3,9.7
62,62160,M,62200,41039.0,metro,Union de la gauche,"62280,62230","{'LUG': 66.81, 'LRN': 15.51, 'LECO': 12.18, 'LFI': 5.48}",54.1,5.0,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 5.4, 'Cadres': 13.2, 'Profession intermédiaire': 26.9, 'Employé': 28.8, 'Ouvrier': 25.4}",30.0,11.8,11.3,16.8,6.5
62,62178,M,62700,21997.0,metro,Rassemblement National,,"{'LRN': 51.98, 'LDIV': 48.01}",52.7,6.4,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.1, 'Cadres': 10.6, 'Profession intermédiaire': 26.6, 'Employé': 41.7, 'Ouvrier': 16.7}",29.0,11.4,11.9,18.4,2.6
62,62186,M,62160,12172.0,metro,Divers gauche,,"{'LDVG': 5.54, 'LRN': 25.28}",58.0,7.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 7.3, 'Cadres': 12.7, 'Profession intermédiaire': 24.0, 'Employé': 34.1, 'Ouvrier': 21.9}",22.0,11.7,11.0,19.1,3.0
62,62193,F,62100,67585.0,metro,Les Républicains,62730,"{'LLR': 50.24, 'LUG': 23.84, 'LRN': 17.91, 'LDVG': 4.69, 'LDVD': 2.25, 'LEXG': 1.04}",52.3,6.1,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.6, 'Cadres': 11.7, 'Profession intermédiaire': 27.1, 'Employé': 33.8, 'Ouvrier': 22.6}",29.0,12.1,10.0,18.6,4.1
62,62215,M,62220,17966.0,metro,Union de la gauche,59112,"{'LUG': 53.9, 'LRN': 29.12, 'LVEC': 10.22, 'LDVG': 6.73}",61.8,7.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.8, 'Cadres': 10.9, 'Profession intermédiaire': 24.5, 'Employé': 27.7, 'Ouvrier': 32.0}",20.0,13.0,9.8,17.8,5.6
62,62250,M,62710,10160.0,metro,Divers gauche,62440,"{'LDVG': 75.94, 'LUG': 24.05}",61.6,6.6,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.1, 'Cadres': 11.0, 'Profession intermédiaire': 24.7, 'Employé': 33.4, 'Ouvrier': 24.6}",19.0,11.3,10.1,18.0,4.5
62,62318,M,62630,10693.0,metro,,,"{'LDVC': 67.85, 'LDVG': 3.03, 'LRN': 8.79}",59.5,8.0,"{'Agriculteur': 0.6, 'Artisan, commerçant et chef d’entreprise': 7.0, 'Cadres': 12.8, 'Profession intermédiaire': 23.3, 'Employé': 25.3, 'Ouvrier': 31.0}",20.0,10.7,9.2,17.4,3.6
62,62413,M,62440,12264.0,metro,Divers gauche,,"{'LDVG': 15.3, 'LRN': 24.58, 'LDIV': 2.57}",57.5,6.7,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.0, 'Cadres': 12.9, 'Profession intermédiaire': 23.6, 'Employé': 20.6, 'Ouvrier': 37.9}",26.0,12.8,11.6,20.5,3.5
62,62427,M,62110,25764.0,metro,Rassemblement National,,"{'LRN': 74.21, 'LDVG': 18.22, 'LDIV': 7.56}",58.3,5.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.4, 'Cadres': 11.9, 'Profession intermédiaire': 29.3, 'Employé': 31.0, 'Ouvrier': 24.3}",24.0,13.5,10.6,18.3,4.2
